﻿KOMMUNE;KOMMUNENUMMER;Bolig-Norgespris;Bolig-alle;Bolig-andel;Fritid-Norgespris;Fritid-alle;Fritid-andel;incr_oct;incr_nov;incr_dec;incr_Q4;incr_jan;incr_feb;incr_mar;incr_Q1; okt_2025 ; nov_2025 ; des_2025 ; q4_2025 ;jan_2026;feb_2026;mar_2026; q1_2026 ;okt_2024;nov_2024;des_2024; q4_2024 ;jan_2025;feb_2025;mar_2025; q1_2025;Fylke;Region;incr_jan;;MUNICIPALITY_NUMBER;NAME;okt_2024;nov_2024;des_2024;jan_2024;feb_2024;mar_2024;apr_1_5_2024;sum_2024;okt_2025;nov_2025;des_2025;jan_2025;feb_2025;mar_2025;apr_1_5_2025;sum_2025;okt_2026;nov_2026;des_2026;jan_2026;feb_2026;mar_2026;apr_1_5_2026;sum_2026;sesong_2024_2025;sesong_2025_2026;sum_alle_valgte_perioder;;;;;;;
Vegårshei;4212;745;1043;0,71;352;474;74 %;5 %;4 %;2 %;3 %;20 %;20 %;7 %;16 %; 1 267 493 ; 1 608 116 ; 1 863 709 ; 4 739 318 ; 2 467 754 ; 2 215 412 ; 1 717 722 ; 6 400 888 ; 1 210 911 ; 1 544 291 ; 1 832 875 ; 4 588 078 ; 2 059 279 ; 1 845 097 ; 1 609 964 ; 5 514 339 ;Agder;NO2;0,135;0;4212;Vegårshei;1210911,242;1544291,142;1832875,224;2367176,937;1834248,038;1707769,454;257382,097;10754654,13;1267493,239;1608116,222;1863708,711;2059279,07;1845096,51;1609963,535;204566,347;10458223,63;;;;2467754,167;2215411,519;1717721,977;218597,76;6619485,423;10306983,07;11358803,6;27832363,19;;;;;;;
Tvedestrand;4213;2381;3513;0,68;1134;1660;68 %;3 %;5 %;2 %;3 %;25 %;24 %;9 %;20 %; 4 213 840 ; 5 449 507 ; 6 282 467 ; 15 945 814 ; 8 840 149 ; 7 937 485 ; 6 117 714 ; 22 895 348 ; 4 088 783 ; 5 209 413 ; 6 181 905 ; 15 480 101 ; 7 090 914 ; 6 375 965 ; 5 588 508 ; 19 055 387 ;Agder;NO2;0,178;0;4213;Tvedestrand;4088782,654;5209413,254;6181904,823;8380884,533;6483488,786;6057999,007;914883;37317356,06;4213839,663;5449506,944;6282467,202;7090913,82;6375965,412;5588507,887;722215,95;35723416,88;;;;8840148,91;7937484,819;6117714,308;803804,64;23699152,68;35257703,8;39644966,49;96739925,61;;;;;;;
Froland;4214;1911;2821;0,68;400;506;79 %;5 %;5 %;3 %;4 %;20 %;20 %;8 %;16 %; 3 421 334 ; 4 360 672 ; 4 999 873 ; 12 781 879 ; 6 615 680 ; 5 883 660 ; 4 680 264 ; 17 179 604 ; 3 266 617 ; 4 164 684 ; 4 853 333 ; 12 284 635 ; 5 515 413 ; 4 907 524 ; 4 327 738 ; 14 750 675 ;Agder;NO2;0,129;0;4214;Froland;3266617,265;4164684,02;4853333,49;6254031,989;4891417,361;4569112,3;700346,503;28699542,93;3421333,986;4360671,67;4999873,042;5515413,167;4907524,109;4327738,135;560404,738;28092958,85;;;;6615679,6;5883660,05;4680264,167;563794,582;17743398,4;27595714,92;30525277,1;74535900,17;;;;;;;
Lillesand;4215;4107;5417;0,76;1148;1630;70 %;3 %;4 %;3 %;3 %;24 %;27 %;10 %;21 %; 6 549 858 ; 8 430 334 ; 9 595 153 ; 24 575 345 ; 13 280 284 ; 11 904 826 ; 9 393 384 ; 34 578 493 ; 6 376 241 ; 8 134 156 ; 9 328 492 ; 23 838 889 ; 10 676 335 ; 9 357 954 ; 8 516 842 ; 28 551 131 ;Agder;NO2;0,158;0;4215;Lillesand;6376241,159;8134155,709;9328492,073;12002930,96;9625819,186;9172603,165;1444621,514;56084863,76;6549858,419;8430334,072;9595152,711;10676334,77;9357954,224;8516842,206;1114619,149;54241095,55;;;;13280283,85;11904825,55;9393383,827;1145402,753;35723895,98;53504639,29;60299241,18;146049855,3;;;;;;;
Birkenes;4216;1618;2287;0,71;236;342;69 %;5 %;4 %;4 %;4 %;20 %;20 %;9 %;16 %; 2 527 718 ; 3 239 851 ; 3 689 562 ; 9 457 131 ; 4 881 641 ; 4 326 293 ; 3 499 302 ; 12 707 237 ; 2 417 911 ; 3 102 786 ; 3 548 202 ; 9 068 898 ; 4 076 307 ; 3 612 084 ; 3 220 007 ; 10 908 397 ;Agder;NO2;0,134;0;4216;Birkenes;2417910,507;3102785,519;3548202,394;4673345,75;3573126,223;3356494,624;522028,371;21193893,39;2527718,096;3239850,896;3689561,856;4076306,849;3612083,973;3220006,614;421868,028;20787396,31;;;;4881641,222;4326293,435;3499302,453;406532,102;13113769,21;20399163,88;22570900,06;55095058,91;;;;;;;
Åmli;4217;652;992;0,66;276;383;72 %;6 %;5 %;2 %;4 %;20 %;22 %;9 %;17 %; 1 415 148 ; 1 849 818 ; 2 155 766 ; 5 420 732 ; 2 863 588 ; 2 587 782 ; 1 971 923 ; 7 423 293 ; 1 335 479 ; 1 761 602 ; 2 112 565 ; 5 209 646 ; 2 391 273 ; 2 119 159 ; 1 815 354 ; 6 325 786 ;Agder;NO2;0,107;0;4217;Åmli;1335479,351;1761602,361;2112564,616;2743985,598;2126172,172;1970787,661;281806,371;12332398,13;1415148,104;1849817,612;2155766,111;2391273,048;2119158,621;1815353,874;224552,224;11971069,59;;;;2863587,892;2587782,015;1971922,668;263494,31;7686786,885;11759984,1;13107518,71;31990254,61;;;;;;;
Iveland;4218;409;627;0,65;130;171;76 %;4 %;2 %;2 %;3 %;18 %;20 %;9 %;16 %; 933 203 ; 1 175 879 ; 1 332 064 ; 3 441 147 ; 1 767 985 ; 1 584 719 ; 1 272 461 ; 4 625 165 ; 895 536 ; 1 149 568 ; 1 308 837 ; 3 353 941 ; 1 500 326 ; 1 325 707 ; 1 168 078 ; 3 994 111 ;Agder;NO2;0,096;0;4218;Iveland;895536,11;1149567,73;1308836,902;1657338,831;1285951,77;1205260,637;183283,959;7685775,939;933203,349;1175879,369;1332064,322;1500325,865;1325706,876;1168078,234;152795,054;7588053,069;;;;1767985,025;1584718,582;1272461,241;159310,28;4784475,128;7500846,771;8225622,168;20058304,14;;;;;;;
Evje og Hornnes;4219;1261;1862;0,68;915;1135;81 %;1 %;1 %;-2 %;0 %;18 %;22 %;10 %;17 %; 2 457 266 ; 3 243 846 ; 3 676 900 ; 9 378 013 ; 5 000 345 ; 4 547 254 ; 3 565 300 ; 13 112 899 ; 2 442 858 ; 3 220 593 ; 3 750 413 ; 9 413 864 ; 4 228 012 ; 3 718 788 ; 3 241 788 ; 11 188 588 ;Agder;NO2;0,098;0;4219;Evje og Hornnes;2442857,939;3220592,996;3750412,71;4806096,016;3741490,748;3534409,249;511777,406;22007637,06;2457266,332;3243846,435;3676899,75;4228011,676;3718788,17;3241787,79;397896,57;20964496,72;;;;5000345,444;4547253,7;3565299,558;476299,34;13589198,04;21000347,85;22967210,56;56561331,83;;;;;;;
Bygland;4220;493;740;0,67;272;370;74 %;2 %;2 %;-1 %;1 %;17 %;18 %;10 %;15 %; 863 430 ; 1 124 554 ; 1 301 778 ; 3 289 762 ; 1 724 209 ; 1 562 697 ; 1 240 745 ; 4 527 650 ; 850 593 ; 1 105 155 ; 1 308 889 ; 3 264 636 ; 1 473 890 ; 1 324 799 ; 1 123 389 ; 3 922 078 ;Agder;NO2;0,105;0;4220;Bygland;850592,594;1105154,706;1308889,09;1619839,014;1294355,769;1220519,59;174127,908;7573478,671;863430,033;1124553,725;1301778,318;1473890,323;1324798,532;1123388,829;141649,356;7353489,116;;;;1724209,226;1562696,58;1240744,583;176396,76;4704047,149;7328363,43;7993809,225;19631014,94;;;;;;;
Valle;4221;460;719;0,64;694;774;90 %;1 %;5 %;0 %;2 %;24 %;21 %;14 %;21 %; 1 107 290 ; 1 506 979 ; 1 814 588 ; 4 428 857 ; 2 433 363 ; 2 173 105 ; 1 644 640 ; 6 251 108 ; 1 096 780 ; 1 433 139 ; 1 820 128 ; 4 350 046 ; 1 956 073 ; 1 792 529 ; 1 438 636 ; 5 187 238 ;Agder;NO2;0,131;0;4221;Valle;1096779,762;1433138,528;1820127,882;2083668,131;1720857,772;1613766,726;199889,172;9968227,973;1107289,697;1506978,839;1814588,381;1956072,64;1792528,978;1438636,404;169454,374;9785549,313;;;;2433363,342;2173104,806;1644640,243;272154,77;6523263,161;9706738,568;10952120,08;26277040,45;;;;;;;
Bykle;4222;383;597;0,64;2779;3188;87 %;5 %;2 %;3 %;3 %;30 %;20 %;12 %;21 %; 2 690 370 ; 3 516 999 ; 4 590 044 ; 10 797 413 ; 6 307 375 ; 5 869 612 ; 4 158 096 ; 16 335 083 ; 2 556 253 ; 3 464 354 ; 4 462 737 ; 10 483 344 ; 4 868 988 ; 4 877 844 ; 3 728 229 ; 13 475 061 ;Agder;NO2;0,173;0;4222;Bykle;2556253,486;3464353,694;4462736,974;5369240,003;4789953,283;4558377,115;478240,264;25679154,82;2690369,857;3516999,483;4590043,687;4868987,991;4877844,149;3728228,906;461552,275;24734026,35;;;;6307374,545;5869612,032;4158095,952;857088,9;17192171,43;24419957,48;27989584,46;67605352,6;;;;;;;
Vennesla;4223;4959;7018;0,71;0;118;0 %;4 %;4 %;3 %;4 %;19 %;20 %;10 %;17 %; 8 020 752 ; 10 262 973 ; 11 425 074 ; 29 708 799 ; 15 148 760 ; 13 547 806 ; 11 090 888 ; 39 787 453 ; 7 706 058 ; 9 830 490 ; 11 071 245 ; 28 607 793 ; 12 759 456 ; 11 244 430 ; 10 094 636 ; 34 098 522 ;Agder;NO2;0,125;0;4223;Vennesla;7706058,254;9830490,18;11071244,54;13965389,59;11007283,37;10335152,69;1621837,886;65537456,5;8020752,286;10262973,23;11425073,87;12759455,7;11244430,29;10094636,43;1323538,066;65130859,87;;;;15148759,81;13547805,66;11090887,74;1268585,266;41056038,47;64029853,46;70764837,86;171724354,8;;;;;;;
Åseral;4224;306;461;0,66;2131;2355;90 %;2 %;4 %;-1 %;2 %;28 %;29 %;21 %;26 %; 1 503 426 ; 1 996 006 ; 2 413 082 ; 5 912 514 ; 3 521 253 ; 3 358 112 ; 2 396 830 ; 9 276 194 ; 1 467 778 ; 1 917 081 ; 2 426 768 ; 5 811 627 ; 2 758 699 ; 2 599 768 ; 1 976 131 ; 7 334 597 ;Agder;NO2;0,105;0;4224;Åseral;1467778,113;1917081,204;2426767,874;3023689,577;2678374,549;2594730,956;280473,414;14388895,69;1503425,574;1996006,041;2413082,028;2758699,189;2599767,734;1976130,511;214808,793;13461919,87;;;;3521252,794;3358111,637;2396829,589;458685,05;9734879,07;13361033,42;15647392,71;37585694,63;;;;;;;
Lyngdal;4225;3469;5100;0,68;1497;1883;80 %;2 %;4 %;3 %;3 %;23 %;26 %;11 %;20 %; 6 068 889 ; 7 788 905 ; 8 808 268 ; 22 666 062 ; 11 940 977 ; 10 699 713 ; 8 629 827 ; 31 270 517 ; 5 931 721 ; 7 511 221 ; 8 592 922 ; 22 035 864 ; 9 704 556 ; 8 489 726 ; 7 806 309 ; 26 000 591 ;Agder;NO2;0,151;0;4225;Lyngdal;5931720,548;7511220,714;8592922,494;10862392,89;8709049,83;8373893,764;1242924,577;51224124,82;6068889,243;7788904,682;8808268,071;9704555,703;8489725,825;7806309,172;1027350,437;49694003,13;;;;11940976,82;10699712,97;8629827,275;1163589,666;32434106,73;49063804,89;55100168,73;133352234,7;;;;;;;
Hægebostad;4226;553;860;0,64;362;463;78 %;4 %;4 %;2 %;3 %;21 %;24 %;14 %;20 %; 1 173 922 ; 1 533 408 ; 1 720 997 ; 4 428 327 ; 2 346 876 ; 2 131 782 ; 1 703 166 ; 6 181 824 ; 1 131 402 ; 1 471 556 ; 1 693 736 ; 4 296 693 ; 1 937 807 ; 1 719 554 ; 1 495 745 ; 5 153 106 ;Agder;NO2;0,117;0;4226;Hægebostad;1131401,722;1471555,73;1693735,542;2123448,245;1685135,69;1571292,225;226850,221;9903419,375;1173922,004;1533407,955;1720996,852;1937806,914;1719554,246;1495744,694;190872,669;9772305,334;;;;2346876,318;2131781,511;1703166,4;222243,321;6404067,55;9640671,517;10832394,36;26079792,26;;;;;;;
Kvinesdal;4227;2197;3136;0,7;887;1082;82 %;3 %;3 %;3 %;3 %;21 %;24 %;11 %;19 %; 3 750 246 ; 4 935 447 ; 5 597 615 ; 14 283 308 ; 7 489 121 ; 6 676 147 ; 5 290 608 ; 19 455 876 ; 3 653 414 ; 4 791 890 ; 5 436 872 ; 13 882 176 ; 6 184 287 ; 5 392 801 ; 4 786 001 ; 16 363 088 ;Agder;NO2;0,13;0;4227;Kvinesdal;3653413,747;4791889,786;5436872,244;7096266,455;5491233,299;5118779,189;750997,542;32339452,26;3750246,095;4935446,736;5597615,332;6184286,504;5392800,781;4786000,636;622007,123;31268403,21;;;;7489121,144;6676147,014;5290607,831;708637,184;20164513,17;30867270,82;34447821,34;83772368,64;;;;;;;
Sirdal;4228;608;971;0,63;3531;3992;88 %;4 %;1 %;-2 %;0 %;27 %;25 %;17 %;24 %; 3 384 426 ; 4 593 812 ; 5 521 878 ; 13 500 115 ; 8 311 212 ; 7 444 333 ; 5 347 586 ; 21 103 131 ; 3 257 102 ; 4 570 677 ; 5 617 971 ; 13 445 751 ; 6 539 977 ; 5 940 646 ; 4 568 715 ; 17 049 338 ;Agder;NO2;0,141;0;4228;Sirdal;3257102,419;4570677,33;5617970,844;7204606,739;6046349,117;5852098,667;661824,462;33210629,58;3384425,786;4593811,731;5521877,939;6539977,449;5940645,559;4568715,148;533550,836;31083004,45;;;;8311211,979;7444332,849;5347585,686;967868,741;22070999,26;31028639,59;35571114,71;86364633,28;;;;;;;
Bergen;4601;69423;148796;0,47;513;1226;42 %;3 %;4 %;0 %;2 %;18 %;16 %;8 %;14 %; 154 803 885 ; 192 666 372 ; 204 449 893 ; 551 920 151 ; 275 797 038 ; 233 080 815 ; 206 501 555 ; 715 379 409 ; 149 794 396 ; 185 198 456 ; 204 614 307 ; 539 607 159 ; 234 057 780 ; 200 325 877 ; 191 575 763 ; 625 959 420 ;Vestland;NO5;0,114;0;4601;Bergen;149794395,8;185198455,8;204614307;243449902,9;209297586,2;189183160,2;29451943,75;1210989752;154803885,5;192666371,8;204449893,3;234057779,7;200325877,5;191575763,1;25141676,71;1203021248;;;;275797038,5;233080814,9;206501555,2;24158448,84;739537857,4;1190708256;1291458008;3153548857;;;;;;;
Kinn;4602;270;8171;0,03;0;1187;0 %;1 %;3 %;-3 %;0 %;12 %;13 %;4 %;10 %; 10 573 737 ; 13 052 611 ; 14 217 446 ; 37 843 794 ; 17 686 516 ; 15 015 602 ; 13 843 509 ; 46 545 627 ; 10 505 347 ; 12 665 695 ; 14 625 071 ; 37 796 112 ; 15 813 545 ; 13 320 462 ; 13 308 329 ; 42 442 336 ;Vestland;NO5;0,067;0;4602;Kinn;10505346,77;12665694,72;14625070,99;15777826,59;13920529,2;12829916,51;2085228,804;82409613,58;10573736,83;13052610,95;14217445,86;15813545,35;13320461,8;13308328,81;1852705,518;82138835,11;;;;17686516,12;15015601,7;13843509,42;1855284,284;48400911,52;82091153,94;86244705,16;212949360,2;;;;;;;
Etne;4611;1239;2130;0,58;587;811;72 %;5 %;4 %;1 %;3 %;24 %;20 %;11 %;19 %; 2 737 633 ; 3 460 326 ; 3 821 964 ; 10 019 923 ; 5 255 286 ; 4 393 275 ; 3 736 351 ; 13 384 912 ; 2 617 194 ; 3 333 750 ; 3 776 833 ; 9 727 777 ; 4 235 377 ; 3 668 268 ; 3 376 029 ; 11 279 674 ;Vestland;NO5;0,176;0;4611;Etne;2617193,647;3333750,174;3776832,841;4693032,784;3706601,863;3447602,397;507993,214;22083006,92;2737633,33;3460325,623;3821964,023;4235376,742;3668268,149;3376029,057;439426,412;21739023,34;;;;5255285,859;4393274,992;3736351,195;519860,722;13904772,77;21446877,02;23924695,74;57726803,02;;;;;;;
Sveio;4612;2054;2888;0,71;1035;1334;78 %;5 %;4 %;1 %;3 %;24 %;20 %;13 %;20 %; 3 965 953 ; 4 957 408 ; 5 526 877 ; 14 450 238 ; 7 484 811 ; 6 321 379 ; 5 587 838 ; 19 394 028 ; 3 789 825 ; 4 763 484 ; 5 449 886 ; 14 003 195 ; 6 024 437 ; 5 269 172 ; 4 923 958 ; 16 217 567 ;Vestland;NO5;0,152;0;4612;Sveio;3789824,76;4763483,937;5449885,965;6410890,197;5305019,915;5097744,044;756470,879;31573319,7;3965952,904;4957408,366;5526876,563;6024437,304;5269171,696;4923958,034;654974,151;31322779,02;;;;7484811,33;6321378,995;5587837,859;762082,909;20156111,09;30875735,85;34606348,93;83052209,81;;;;;;;
Bømlo;4613;4301;5860;0,73;1672;2202;76 %;5 %;4 %;1 %;3 %;20 %;20 %;14 %;18 %; 7 934 795 ; 9 774 448 ; 10 812 722 ; 28 521 965 ; 14 326 388 ; 12 190 262 ; 10 962 202 ; 37 478 852 ; 7 549 164 ; 9 366 834 ; 10 742 391 ; 27 658 389 ; 11 889 147 ; 10 168 149 ; 9 618 453 ; 31 675 750 ;Vestland;NO5;0,135;0;4613;Bømlo;7549164,248;9366833,709;10742391,27;12277207,11;10462103,94;10037864,22;1515165,645;61950730,15;7934794,532;9774447,672;10812722,48;11889147,45;10168149,15;9618452,965;1269036,618;61466750,86;;;;14326388,24;12190261,51;10962202,26;1495674,226;38974526,24;60603175,41;67496490,92;162392007,2;;;;;;;
Stord;4614;5824;8512;0,68;183;268;68 %;7 %;4 %;1 %;4 %;18 %;19 %;13 %;17 %; 10 672 004 ; 13 117 712 ; 14 421 138 ; 38 210 853 ; 18 785 111 ; 15 981 633 ; 14 526 799 ; 49 293 544 ; 9 974 311 ; 12 582 325 ; 14 288 359 ; 36 844 995 ; 15 939 628 ; 13 417 572 ; 12 832 005 ; 42 189 205 ;Vestland;NO5;0,111;0;4614;Stord;9974310,831;12582324,76;14288359,07;16576253,04;14102727,27;13089946,54;2007848,001;82621769,5;10672003,56;13117712,32;14421137,51;15939627,95;13417571,61;12832005;1674882,278;82074940,23;;;;18785111,38;15981633,27;14526798,97;1782876,657;51076420,28;80709081,49;89287273,67;215773130;;;;;;;
Fitjar;4615;1045;1462;0,71;482;664;73 %;7 %;6 %;2 %;4 %;20 %;19 %;11 %;17 %; 1 989 544 ; 2 479 538 ; 2 725 572 ; 7 194 654 ; 3 614 087 ; 3 065 070 ; 2 715 569 ; 9 394 727 ; 1 864 916 ; 2 337 373 ; 2 685 259 ; 6 887 549 ; 3 008 286 ; 2 574 089 ; 2 438 117 ; 8 020 491 ;Vestland;NO5;0,129;0;4615;Fitjar;1864916,365;2337373,492;2685258,723;3073330,182;2576009,133;2474317,048;371482,687;15382687,63;1989543,601;2479538,33;2725571,987;3008285,926;2574088,895;2438116,544;328144,228;15543289,51;;;;3614087,425;3065070,336;2715569,038;367994,145;9762720,944;15236184,17;16957374,86;40688698,09;;;;;;;
Tysnes;4616;1240;1948;0,64;812;1209;67 %;5 %;2 %;1 %;2 %;24 %;20 %;14 %;19 %; 2 424 274 ; 2 995 794 ; 3 318 504 ; 8 738 572 ; 4 537 477 ; 3 822 020 ; 3 348 360 ; 11 707 857 ; 2 319 105 ; 2 941 781 ; 3 282 309 ; 8 543 195 ; 3 670 601 ; 3 190 531 ; 2 944 466 ; 9 805 597 ;Vestland;NO5;0,157;0;4616;Tysnes;2319104,685;2941781,135;3282309,144;3889751,597;3253067,111;3146926,773;453238,595;19286179,04;2424273,852;2995794,227;3318503,602;3670601,003;3190530,598;2944465,563;394058,506;18938227,35;;;;4537477,085;3822020,227;3348359,642;512941,242;12220798,2;18742850,63;20959369,88;50445204,59;;;;;;;
Kvinnherad;4617;4344;6790;0,64;1161;1706;68 %;4 %;5 %;7 %;6 %;21 %;19 %;13 %;18 %; 8 284 904 ; 10 435 796 ; 12 045 373 ; 30 766 073 ; 15 130 208 ; 12 865 943 ; 11 509 138 ; 39 505 289 ; 7 961 363 ; 9 913 755 ; 11 230 114 ; 29 105 232 ; 12 504 707 ; 10 785 703 ; 10 194 721 ; 33 485 131 ;Vestland;NO5;0,164;0;4617;Kvinnherad;7961362,733;9913755,271;11230114,46;13039367,9;10958707,92;10403570,97;1529978,184;65036857,43;8284903,889;10435796,4;12045372,83;12504706,83;10785702,69;10194721,39;1338969,284;65590173,31;;;;15130207,53;12865943,4;11509137,88;1568168,09;41073456,9;63929332,66;71839530,01;171700487,6;;;;;;;
Ullensvang;4618;3447;6270;0,55;1812;2451;74 %;1 %;15 %;21 %;14 %;41 %;38 %;29 %;37 %; 8 070 839 ; 11 506 005 ; 13 912 419 ; 33 489 263 ; 18 233 742 ; 15 817 862 ; 13 308 684 ; 47 360 288 ; 8 010 493 ; 10 009 943 ; 11 469 344 ; 29 489 779 ; 12 907 610 ; 11 440 662 ; 10 297 167 ; 34 645 439 ;Vestland;NO5;0,312;0;4618;Ullensvang;8010492,947;10009942,58;11469343,89;13947623,39;11721508,84;10706390,03;1544545,023;67409846,7;8070839,031;11506004,92;13912419,3;12907610,37;11440662,06;10297166,72;1319391,145;69454093,53;;;;18233742,3;15817861,83;13308684,25;1858880,575;49219168,95;65454609,7;82708432,21;186083109,2;;;;;;;
Eidfjord;4619;259;517;0,5;1077;1323;81 %;2 %;30 %;35 %;25 %;72 %;66 %;49 %;63 %; 1 404 652 ; 2 335 829 ; 2 981 627 ; 6 722 108 ; 4 084 582 ; 3 579 580 ; 2 748 917 ; 10 413 078 ; 1 376 820 ; 1 800 378 ; 2 206 330 ; 5 383 529 ; 2 375 479 ; 2 155 512 ; 1 843 799 ; 6 374 791 ;Vestland;NO5;0,537;0;4619;Eidfjord;1376820,169;1800378,303;2206330,353;2566688,41;2201687,196;2070895,306;267892,172;12490691,91;1404652,164;2335828,76;2981627,443;2375479,412;2155512,227;1843799,392;229439,521;13326338,92;;;;4084581,627;3579579,507;2748917,128;458148,757;10871227,02;11987759,38;17593335,39;36688257,85;;;;;;;
Ulvik;4620;283;576;0,49;168;297;57 %;-1 %;1 %;-2 %;-1 %;18 %;19 %;7 %;15 %; 780 905 ; 998 266 ; 1 155 019 ; 2 934 190 ; 1 528 602 ; 1 334 467 ; 1 102 042 ; 3 965 111 ; 789 465 ; 992 927 ; 1 180 782 ; 2 963 174 ; 1 295 900 ; 1 125 137 ; 1 030 807 ; 3 451 844 ;Vestland;NO5;0,141;0;4620;Ulvik;789465,043;992926,971;1180782,271;1409247,791;1178030,28;1082074,038;152286,164;6784812,558;780905,406;998266,341;1155018,576;1295899,653;1125137,369;1030806,868;130356,153;6516390,366;;;;1528601,866;1334466,683;1102042,027;166951,124;4132061,7;6545374,328;7066252,023;17433264,62;;;;;;;
Voss;4621;3745;7735;0,48;2758;3807;72 %;0 %;3 %;1 %;1 %;23 %;22 %;9 %;19 %; 10 670 571 ; 14 140 581 ; 16 434 316 ; 41 245 468 ; 23 040 813 ; 19 431 453 ; 15 035 104 ; 57 507 370 ; 10 646 448 ; 13 689 905 ; 16 346 267 ; 40 682 620 ; 18 727 147 ; 15 975 465 ; 13 738 749 ; 48 441 361 ;Vestland;NO5;0,12;0;4621;Voss;10646447,89;13689905,39;16346267,17;20473585,77;16045409,69;14335895;2015880,38;93553391,28;10670570,58;14140581,15;16434316,33;18727146,77;15975464,58;13738749,24;1724410,357;91411239;;;;23040813,09;19431452,78;15035104,42;2201281,54;59708651,82;90848391,4;100954119,9;244673282,1;;;;;;;
Kvam;4622;2119;4108;0,52;2053;2630;78 %;-1 %;1 %;-3 %;-1 %;18 %;19 %;12 %;17 %; 6 221 723 ; 8 042 495 ; 9 151 087 ; 23 415 304 ; 12 328 951 ; 10 574 437 ; 8 935 226 ; 31 838 614 ; 6 303 454 ; 7 968 946 ; 9 403 040 ; 23 675 441 ; 10 448 816 ; 8 867 332 ; 7 988 701 ; 27 304 849 ;Vestland;NO5;0,106;0;4622;Kvam;6303454,471;7968946,467;9403040,429;11157703,56;9321076,107;8512387,408;1184397,063;53851005,51;6221722,877;8042494,915;9151086,686;10448816,41;8867331,812;7988701,077;991645,466;51711799,24;;;;12328950,95;10574436,81;8935225,999;1329863,755;33168477,52;51971936,13;56583782;138731282,3;;;;;;;
Samnanger;4623;675;1285;0,53;373;611;61 %;1 %;3 %;0 %;1 %;20 %;18 %;11 %;16 %; 1 755 316 ; 2 234 823 ; 2 479 127 ; 6 469 267 ; 3 352 835 ; 2 823 889 ; 2 442 580 ; 8 619 304 ; 1 734 539 ; 2 173 114 ; 2 482 430 ; 6 390 082 ; 2 804 263 ; 2 396 644 ; 2 208 179 ; 7 409 087 ;Vestland;NO5;0,125;0;4623;Samnanger;1734538,69;2173113,801;2482429,64;2998056,471;2470283,619;2261703,281;333281,675;14453407,18;1755316,189;2234823,073;2479127,322;2804263,281;2396644,161;2208179,423;281171,468;14159524,92;;;;3352834,963;2823889,409;2442579,951;336295,271;8955599,594;14080340,46;15424866,18;37568531,69;;;;;;;
Bjørnafjorden;4624;6333;11980;0,53;1159;1948;59 %;4 %;3 %;0 %;2 %;18 %;16 %;9 %;14 %; 15 947 250 ; 19 591 496 ; 21 274 608 ; 56 813 354 ; 27 964 607 ; 23 448 072 ; 21 002 569 ; 72 415 247 ; 15 355 748 ; 18 936 890 ; 21 207 884 ; 55 500 522 ; 23 739 757 ; 20 202 982 ; 19 303 563 ; 63 246 302 ;Vestland;NO5;0,112;0;4624;Bjørnafjorden;15355748,03;18936889,61;21207884,29;24700589,7;20842475,59;19302762,37;2995872,444;123342222;15947249,93;19591495,94;21274608,37;23739756,51;20202982,27;19303562,81;2555992,342;122615648,2;;;;27964607;23448071,61;21002568,6;2633426,029;75048673,24;121302815,9;131862027,5;321006543,4;;;;;;;
Austevoll;4625;1585;2528;0,63;993;1537;65 %;5 %;5 %;0 %;3 %;18 %;19 %;13 %;17 %; 4 034 660 ; 4 979 393 ; 5 485 152 ; 14 499 204 ; 7 161 340 ; 6 090 616 ; 5 544 877 ; 18 796 833 ; 3 828 353 ; 4 764 553 ; 5 470 099 ; 14 063 005 ; 6 075 681 ; 5 124 726 ; 4 922 117 ; 16 122 524 ;Vestland;NO5;0,112;0;4625;Austevoll;3828353,296;4764553,093;5470098,984;6182361,595;5287086,786;5009622,341;753301,513;31295377,61;4034659,921;4979392,539;5485151,603;6075680,506;5124725,848;4922117,242;654101,243;31275828,9;;;;7161340;6090615,956;5544876,804;752456,065;19549288,83;30839630,21;34048492,89;82120495,34;;;;;;;
Øygarden;4626;8688;18128;0,48;1700;3424;50 %;4 %;4 %;-1 %;2 %;17 %;17 %;9 %;15 %; 24 237 001 ; 29 630 789 ; 32 211 200 ; 86 078 991 ; 42 061 006 ; 35 787 416 ; 32 470 333 ; 110 318 755 ; 23 284 891 ; 28 591 878 ; 32 402 589 ; 84 279 359 ; 35 985 120 ; 30 598 378 ; 29 762 112 ; 96 345 610 ;Vestland;NO5;0,108;0;4626;Øygarden;23284891,02;28591878,45;32402589,09;36292620,22;31796739,55;29661248,31;4560298,475;186590265,1;24237001;29630789,24;32211200,34;35985120,14;30598377,97;29762111,82;4031938,582;186456539,1;;;;42061006,35;35787415,69;32470332,83;4055481,477;114374236,3;184656907,1;200453226,9;487421040,5;;;;;;;
